序號,,聯絡地址,商店編號,綠色商店名稱,聯絡電話,分機,手機號碼,綠色商店類型,,,,,,
692,,112臺北市北投區台北市石牌路一段144號,A001472,大同綜合訊電股份有限公司-大同3C_台北石牌門市,(02)28234977,,,連鎖型綠色商店,,,,,,
693,,台北市忠孝東路五段974號,A001457,大同綜合訊電股份有限公司-大同3C_台北忠孝門市,(02)26539716,,,連鎖型綠色商店,,,,,,
694,,111台北市大同區延平北路五段130、132號,A001464,大同綜合訊電股份有限公司-大同3C_台北社子門市,(02)28122520,,,連鎖型綠色商店,,,,,,
695,,105台北市松山區南京東路五段267號,A001461,大同綜合訊電股份有限公司-大同3C_台北南京東門市,,,930255170,連鎖型綠色商店,,,,,,
696,,103台北市大同區重慶北路二段174-2、3號,A001459,大同綜合訊電股份有限公司-大同3C_台北重慶北門市,(02)25534806,,,連鎖型綠色商店,,,,,,
697,,110台北市莊敬路386、388號,A001473,大同綜合訊電股份有限公司-大同3C_台北莊敬門市,(02)27588973,,,連鎖型綠色商店,,,,,,
698,,105台北市松山區南京東路三段225號,A001468,大同綜合訊電股份有限公司-大同3C_台北復北二門市,,,930255170,連鎖型綠色商店,,,,,,
699,,106台北市大安區復興南路ㄧ段154~162號,A001453,大同綜合訊電股份有限公司-大同3C_台北復南門市,(02)27315405,,,連鎖型綠色商店,,,,,,
700,,108臺北市萬華區康定路215號,A001460,大同綜合訊電股份有限公司-大同3C_台北萬華門市,(02)23088048,,,連鎖型綠色商店,,,,,,
701,,105台北市松山區民生東路五段75號,A001469,大同綜合訊電股份有限公司-大同3C_民生東門市,,,930255170,連鎖型綠色商店,,,,,,
702,,114臺北市內湖區,A000048,大潤發流通事業股份有限公司內湖分公司,(02)87925777,588,,連鎖型綠色商店,,,,,,
703,,114臺北市內湖區舊宗路一段188號,A000078,大潤發流通事業股份有限公司南湖分公司,(02)27905050,501,,連鎖型綠色商店,,,,,,
704,,111臺北市基河路10號,A001690,中華電信股份有限公司（股）台北營運處士林服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
705,,111臺北市士林區文林路158號,A001692,中華電信股份有限公司台北營運處士林夜市服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
706,,106臺北市信義路四段89之1號,A001702,中華電信股份有限公司台北營運處大安服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
707,,104臺北市中山區北安路662號1樓,A001724,中華電信股份有限公司台北營運處大直服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
708,,103臺北市大同區民生西路305號,A001728,中華電信股份有限公司台北營運處大稻埕服務中心,,,800080123,連鎖型綠色商店,,,,,,
709,,103臺北市承德路三段249號,A001711,中華電信股份有限公司台北營運處大龍峒服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
710,,110臺北市信義區永吉路525號,A001695,中華電信股份有限公司台北營運處五分埔服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
711,,114臺北市內湖區成功路三段135 號,A001684,中華電信股份有限公司台北營運處內湖成功服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
712,,116臺北市木柵路三段79號,A001680,中華電信股份有限公司台北營運處木柵服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
713,,112臺北市北投區中和街260號,A001687,中華電信股份有限公司台北營運處北投中和服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
714,,112臺北市北投區光明路176號,A001688,中華電信股份有限公司台北營運處北投服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
715,,110臺北市信義區信義路五段7號35樓C室,A001698,中華電信股份有限公司台北營運處台北101服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
716,,100臺北市中正區市民大道三段2號,A001730,中華電信股份有限公司台北營運處台北三創服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
717,,100臺北市中正區公園路18號,A001716,中華電信股份有限公司台北營運處台北公園服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
718,,100臺北市中正區羅斯福路四段76號,A001712,中華電信股份有限公司台北營運處台北公館服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
719,,116臺北市文山區木新路三段200號,A001679,中華電信股份有限公司台北營運處台北木新服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
720,,104臺北市中山區松江里建國北路2段216號1樓,A001722,中華電信股份有限公司台北營運處台北北區服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
721,,105臺北市松山區民生東路五段206號,A001707,中華電信股份有限公司台北營運處台北民生服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
722,,110台北市信義區仁愛路四段420-1號,A001737,中華電信股份有限公司台北營運處台北光復服務中心,,,800080123,連鎖型綠色商店,,,,,,
723,,106臺北市大安區義村里忠孝東路3段214號1樓,A001726,中華電信股份有限公司台北營運處台北忠孝服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
724,,106臺北市大安區愛國東路35-1號,A001706,中華電信股份有限公司台北營運處台北東門服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
725,,110臺北市信義區松仁路130號,A001717,中華電信股份有限公司台北營運處台北東區服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
726,,114臺北市內湖區東湖路33巷1號,A001682,中華電信股份有限公司台北營運處台北東湖服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
727,,104臺北市中山區朱園里松江路67之1號1樓　,A001723,中華電信股份有限公司台北營運處台北松江服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
728,,100臺北市仁愛路一段42號,A001713,中華電信股份有限公司台北營運處台北南區服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
729,,106臺北市大安區和平東路1段182之2號,A001705,中華電信股份有限公司台北營運處台北師大服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
730,,106臺北市大安區通化街177號,A001703,中華電信股份有限公司台北營運處台北通化服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
731,,100臺北市博愛路168號,A001715,中華電信股份有限公司台北營運處台北博愛服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
732,,105臺北市松山區精忠里民生東路4段69號1樓,A001718,中華電信股份有限公司台北營運處台北敦北服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
733,,112臺北市北投區石牌路一段73號,A001686,中華電信股份有限公司台北營運處石牌服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
734,,100臺北市濟南路一段1號2樓,A001714,中華電信股份有限公司台北營運處立法院服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
735,,108臺北市萬華區昆明街126號,A001701,中華電信股份有限公司台北營運處西門町服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
736,,105臺北市松山區敦化北路340之9號,A001709,中華電信股份有限公司台北營運處松山機場服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
737,,111臺北市士林區延平北路五段211號,A001689,中華電信股份有限公司台北營運處社子服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
738,,111臺北市士林區福國路95號2F,A001693,中華電信股份有限公司台北營運處芝山服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
739,,104臺北市中山區中山里長春路27號,A001725,中華電信股份有限公司台北營運處長春服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
740,,105臺北市松山區南京東路五段135號,A001708,中華電信股份有限公司台北營運處南京東服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
741,,115臺北市南港路一段356號,A001681,中華電信股份有限公司台北營運處南港服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
742,,108臺北市西藏路125巷20號,A001699,中華電信股份有限公司台北營運處南機場服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
743,,114臺北市內湖區康寧路三段75巷22號,A001683,中華電信股份有限公司台北營運處康寧服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
744,,106臺北市大安區光武里敦化南路1段158號1樓,A001727,中華電信股份有限公司台北營運處頂好服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
745,,106臺北市敦化南路二段162號,A001704,中華電信股份有限公司台北營運處敦南服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
746,,116臺北市文山區景文街60號,A001678,中華電信股份有限公司台北營運處景文服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
747,,116臺北市羅斯福路六段159巷19號,A001677,中華電信股份有限公司台北營運處景美服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
748,,112臺北市北投區紗帽路139號,A001685,中華電信股份有限公司台北營運處陽明山服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
749,,111臺北市士林區德行東路177號,A001694,中華電信股份有限公司台北營運處德行東服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
750,,103臺北市大同區延平北路三段68號,A001710,中華電信股份有限公司高雄營運處橋頭服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
751,,114臺北市內湖區港墘里內湖路1段596號,A001721,中華電信股份有限司公司台北營運處內湖服務中心,(02)23445862,,,連鎖型綠色商店,,,,,,
752,,114台北市內湖區成功路三段152號1樓,A000099,內德傢俱生活館,(02)87928698,,,連鎖型綠色商店,,,,,,
753,,106台北市大安區和平東路2段128號,A001501,北都汽車股份有限公司-大安營業所,(02)27367256,,,連鎖型綠色商店,,,,,,
754,,114台北市內湖區內湖路1段91巷34號,A001499,北都汽車股份有限公司-內湖營業所,(02)27997840,,,連鎖型綠色商店,,,,,,
755,,116台北市文山區羅斯福路6段88號1樓,A001500,北都汽車股份有限公司-文山營業所,(02)29339060,,,連鎖型綠色商店,,,,,,
756,,115台北市南港區南港路2段312號2樓,A001502,北都汽車股份有限公司-南港營業所,(02)27837366,,,連鎖型綠色商店,,,,,,
757,,105台北市松山區八德路3段2號1樓,A001503,北都汽車股份有限公司-敦化營業所,(02)25796285,,,連鎖型綠色商店,,,,,,
758,,108台北市萬華區西園路2段159號161號　,A001504,北都汽車股份有限公司-雙園營業所,(02)23023132,,,連鎖型綠色商店,,,,,,
759,,111臺北市士林區中山北路六段77號6樓,A001582,台象股份有限公司-象印SOGO天母據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
760,,106臺北市大安區忠孝東路四段45號?8F,A001570,台象股份有限公司-象印SOGO忠孝據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
761,,106臺北市大安區忠孝東路三段300號8F,A001571,台象股份有限公司-象印SOGO復興據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
762,,111臺北市士林區忠誠路二段55號12F,A001564,台象股份有限公司-象印大葉高島屋據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
763,,111臺北市士林區克強路30號1樓,A001561,台象股份有限公司-象印天母服務中心,(02)25069009,217,,連鎖型綠色商店,,,,,,
764,,104臺北市中山區長安東路二段80號1樓,A001562,台象股份有限公司-象印長安服務中心,(02)25069009,217,,連鎖型綠色商店,,,,,,
765,,115臺北市南港區重陽路528號1樓,A001581,台象股份有限公司-象印南港服務中心,(02)25069009,217,,連鎖型綠色商店,,,,,,
766,,104臺北市中山區敬業三路20號3F,A001568,台象股份有限公司-象印美麗華據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
767,,110臺北市信義區忠孝東路5段8號6F,A001563,台象股份有限公司-象印統一時代台北據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
768,,108臺北市萬華區松高路12號7F,A001567,台象股份有限公司-象印新光信義A8據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
769,,104臺北市中山區臺北市中山區南京西路12號7F,A001565,台象股份有限公司-象印新光南西據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
770,,100臺北市中正區忠孝西路一段66號10F,A001566,台象股份有限公司-象印新光站前據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
771,,100臺北市中正區寶慶路32號8F,A001569,台象股份有限公司-象印遠東寶慶據點,(02)25069009,217,,連鎖型綠色商店,,,,,,
772,,105臺北市松山區,A000100,台灣歐德系統傢俱健安店,(02)27423998,,,連鎖型綠色商店,,,,,,
773,,110臺北市信義區信義路五段７號３５樓,A000082,全家便利商店股份有限公司１０１分公司,(02)25239588,6142,,連鎖型綠色商店,,,,,,
774,,116臺北市文山區一壽街４４巷１號,A000954,全家便利商店股份有限公司-一壽店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
775,,105臺北市松山區南京東路三段２５８號,A001081,全家便利商店股份有限公司-力晶店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
776,,114臺北市內湖區民權東路六段９０巷１號,A001209,全家便利商店股份有限公司-三民店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
777,,110臺北市信義區吳興街７號,A000783,全家便利商店股份有限公司-三興店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
778,,111臺北市士林區中山北路５段６９７號,A001193,全家便利商店股份有限公司-士林店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
779,,111臺北市士林區士東路８６號,A001191,全家便利商店股份有限公司-士誠店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
780,,105臺北市松山區八德路四段２４５巷３２弄６７號,A001216,全家便利商店股份有限公司-大吉店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
781,,112臺北市北投區大業路４５２巷３１號,A000946,全家便利商店股份有限公司-大同店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
782,,106臺北市大安區大安路一段２０號,A000990,全家便利商店股份有限公司-大安店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
783,,100臺北市中正區愛國東路１１２號１樓．２樓,A001083,全家便利商店股份有限公司-大孝店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
784,,104臺北市中山區大直街３３巷１號,A000930,全家便利商店股份有限公司-大直店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
785,,111臺北市士林區大南路５２號,A001182,全家便利商店股份有限公司-大南店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
786,,105臺北市松山區光復北路１１巷５０號１樓,A001028,全家便利商店股份有限公司-大理店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
787,,105臺北市松山區南京東路五段６６巷２弄１之１號１樓,A001175,全家便利商店股份有限公司-大盛店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
788,,104臺北市中山區伊通街３９號１樓,A000977,全家便利商店股份有限公司-大通店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
789,,111臺北市士林區前港街３９號,A000991,全家便利商店股份有限公司-大港店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
790,,112臺北市北投區大興街２２號,A000918,全家便利商店股份有限公司-大業店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
791,,110臺北市信義區大道路７９號１樓,A001221,全家便利商店股份有限公司-大道店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
792,,103臺北市大同區大龍街１３３號１樓,A001027,全家便利商店股份有限公司-大龍店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
793,,115臺北市南港區園區街３號２樓之７,A000700,全家便利商店股份有限公司-工業二店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
794,,115臺北市南港區三重路６６之２號１樓,A001205,全家便利商店股份有限公司-工業三店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
795,,115臺北市南港區三重路１９之４號,A001067,全家便利商店股份有限公司-工業店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
796,,105臺北市松山區民生東路四段９５號,A001085,全家便利商店股份有限公司-中央店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
797,,112臺北市北投區開明里中和街２５２號一樓,A001055,全家便利商店股份有限公司-中永店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
798,,112臺北市北投區中和街４９１號１Ｆ,A001020,全家便利商店股份有限公司-中和店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
799,,105臺北市松山區八德路三段７４巷４３號,A000713,全家便利商店股份有限公司-中崙店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
800,,115臺北市南港區興南街３９號１樓,A001087,全家便利商店股份有限公司-中視店,(02)25239588,6142,,連鎖型綠色商店,,,,,,
